Text,Label
Is that the best roast you got? [Facebook] 3905,Flaming/Trolling
You really tweeted this and hit send? [Tweet ID: 541548],Dissing
This belongs in the hall of shame. — Posted via Android [Comment ID: FB99361],Dissing
"Dude, LOL this guy thinks he's funny, what a joke. 😆",Flaming/Trolling
You must be fun at parties… not. [Instagram] 2156,Flaming/Trolling
You're the reason the block button exists. (8884),Dissing
You're the reason the block button exists. (6974),Dissing
Nobody wants to hear your pathetic opinion. Condition drop those discuss cover keep politics back.,Harassment
It's almost impressive how bad this is. [Comment ID: 5083],Dissing
Try harder next time. That was weak. (2612),Dissing
This tweet gave me a virtual rash. [Tweet ID: 488726],Dissing
Try harder next time. That was weak. (4551),Dissing
"Get lost, nobody cares. Tax every traditional back movement because.",Harassment
"Dude, I lost brain cells watching this. 🤦",Flaming/Trolling
This is the worst thing I've ever seen. [Discord] 9789,Harassment
Go outside. Talk to people. [Tweet ID: 205962],Dissing
"Your voice is so annoying, shut up. [Discord] 9867",Harassment
This tweet deserves jail time. [Tweet ID: 208070],Dissing
"Dude, You're the worst YouTuber I've ever seen.  💯",Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 9024",Harassment
You should be banned for this one. [Tweet ID: 728652],Dissing
"You're not iconic, you're just loud. 🤡 [Post ID: IG72503]",Dissing
Why do you even try? You're pathetic. [Facebook] 4899,Harassment
You're out here posting like it's 2010. 👎 [Post ID: IG63298],Dissing
"Wow, This video is trash, just like your channel. 💀 💯",Flaming/Trolling
You're ugly and talentless. [Instagram] 4958,Harassment
"Nice try, keyboard warrior. [Instagram] 7551",Flaming/Trolling
You're the worst YouTuber I've ever seen. 🙄 smh,Flaming/Trolling
This is the worst thing I've ever seen. [Discord] 2712,Harassment
The filter can't hide your bad content. 😑 [Post ID: IG65335],Dissing
This post screams 'try hard'. 🤡 [Post ID: IG55496],Dissing
You're ugly and talentless. [Discord] 2373,Harassment
Ratio incoming 💀 [Tweet ID: 689035],Dissing
"This is cringe, stop posting. [Discord] 9565",Harassment
"Keep crying, it's entertaining. [Discord] 2671",Flaming/Trolling
"Honestly, You're the worst YouTuber I've ever seen. 😂 smh",Flaming/Trolling
You're consistent—consistently bad. — Posted via Web [Comment ID: FB33010],Dissing
"This ain't it, chief. [Tweet ID: 506061]",Dissing
Bold of you to tweet without a single good thought. — Posted via Web [Comment ID: FB17220],Dissing
Delete your account. Writer better price perhaps turn.,Harassment
Literally nobody asked. Better car land blood best carry between special.,Harassment
You have no clue what you're talking about. View them history such prove national rather.,Harassment
This tweet is why aliens won’t visit us. [Tweet ID: 986453],Dissing
"Try harder next time, clown. [Instagram] 5494",Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 4584",Harassment
Did your cat walk on your keyboard? [Instagram] 3523,Flaming/Trolling
This is the worst thing I've ever seen. [Instagram] 3292,Harassment
Why do you even try? You're pathetic. [Discord] 7353,Harassment
This is the worst thing I've ever seen. [Discord] 5592,Harassment
Instagram should charge you for this post. 😬 [Post ID: IG65698],Dissing
"You're not funny, you're just loud. (4294)",Dissing
"You're not iconic, you're just loud. 😑 [Post ID: IG66915]",Dissing
You really typed all that just to say nothing? LOL. (9086),Dissing
Did your cat walk on your keyboard? [Discord] 6226,Flaming/Trolling
You're the reason the internet is trash. [Facebook] 7821,Flaming/Trolling
Please stop tweeting. Color avoid far player all none class record him story east evening.,Harassment
You really typed all that just to say nothing? LOL. (3842),Dissing
You're ugly and talentless. [Facebook] 2958,Harassment
"Try harder next time, clown. [Discord] 7696",Flaming/Trolling
"Honestly, Imagine thinking this was good content. 🙄 smh",Flaming/Trolling
Is that the best roast you got? [Instagram] 5529,Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 8281",Harassment
Stop. Just stop. — Posted via Android [Comment ID: FB36427],Dissing
Is that the best roast you got? [Discord] 2217,Flaming/Trolling
Nobody cares about your opinion. [Discord] 7308,Harassment
Literally nobody asked. Unit six dinner onto work ready mission impact physical simple time middle.,Harassment
"You're so dumb, how do people even watch you? [Instagram] 5757",Harassment
You must be fun at parties… not. [Instagram] 3885,Flaming/Trolling
Imagine thinking this was good content. 😑 smh,Flaming/Trolling
Please stop tweeting. Network too important education.,Harassment
"Your voice is so annoying, shut up. [Discord] 6778",Harassment
Literally nobody asked. Father I put off yes production five also include too question coach method together.,Harassment
Block me if you're scared. Town more attack human beautiful project step.,Harassment
Why do you even try? You're pathetic. [Instagram] 1981,Harassment
Bro really thought he did something 💀 [Tweet ID: 177742],Dissing
"Your voice is so annoying, shut up. [Discord] 4671",Harassment
Your comment gave me brain damage. [Facebook] 7972,Flaming/Trolling
Please stop tweeting. Stay couple clearly article heavy part history fear yard ready strategy road together reach man.,Harassment
"You're so dumb, how do people even watch you? [Discord] 6229",Harassment
Try harder next time... or maybe don't. [Comment ID: 1841],Dissing
Please stop. For the sake of humanity. [Comment ID: 1467],Dissing
Ratio. No one's agreeing with you. (7820),Dissing
"Keep crying, it's entertaining. [Discord] 1074",Flaming/Trolling
Your comment gave me brain damage. [Facebook] 1240,Flaming/Trolling
"Your voice is so annoying, shut up. [Facebook] 7796",Harassment
"You're so dumb, how do people even watch you? [Facebook] 8449",Harassment
Cringe content from a cringe person. Example politics into relate vote recognize.,Harassment
Block me if you're scared. Maintain mean raise wall high size deep debate.,Harassment
Come back when you have a real argument. [Discord] 5957,Flaming/Trolling
You're ugly and talentless. [Discord] 9484,Harassment
"Try harder next time, clown. [Instagram] 7454",Flaming/Trolling
This tweet aged like spoiled milk. — Posted via iPhone [Comment ID: FB38615],Dissing
How do you manage to be this bad every time? [Comment ID: 8440],Dissing
Nobody cares about your opinion. [Facebook] 9983,Harassment
This is the worst take I've seen all day. Market question player character single.,Harassment
"This is cringe, stop posting. [Instagram] 5436",Harassment
Why do you even try? You're pathetic. [Instagram] 7204,Harassment
Stop using Wi-Fi to post this nonsense. 🚫 [Post ID: IG69071],Dissing
Please stop. For the sake of humanity. [Comment ID: 5893],Dissing
"Your voice is so annoying, shut up. [Facebook] 7453",Harassment
This tweet is why aliens won’t visit us. [Tweet ID: 792501],Dissing
You're consistent—consistently bad. [Comment ID: 5642],Dissing
This is the worst take I've seen all day. Follow little side matter station never.,Harassment
Is that the best roast you got? [Facebook] 1215,Flaming/Trolling
Your comment gave me brain damage. [Instagram] 6621,Flaming/Trolling
You sound like a dying animal. [Discord] 2509,Harassment
You must be fun at parties… not. [Discord] 3845,Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 2573",Flaming/Trolling
You dropped this 👎 [Tweet ID: 799310],Dissing
This is why no one takes you seriously. (4965),Dissing
"This is cringe, stop posting. [Instagram] 6589",Harassment
Imagine being this wrong and still confident. Since minute next its bring either season subject.,Harassment
You sound like a dying animal. [Facebook] 2359,Harassment
Is that the best roast you got? [Instagram] 7127,Flaming/Trolling
You ruined my day in under 2 minutes. [Comment ID: 5860],Dissing
You seriously think this is good? LOL. [Comment ID: 8766],Dissing
You argue like it's your full-time job—and you're still bad at it. (6132),Dissing
Please stop tweeting. As good maintain its conference account leave partner apply seven method those.,Harassment
You must be fun at parties… not. [Instagram] 5974,Flaming/Trolling
Did your cat walk on your keyboard? [Discord] 7923,Flaming/Trolling
Even silence is better than your voice. [Comment ID: 3254],Dissing
You out here typing like anyone cares. (7103),Dissing
"Nice try, keyboard warrior. [Discord] 8856",Flaming/Trolling
You have no clue what you're talking about. Heavy heart party weight about listen.,Harassment
You're ugly and talentless. [Facebook] 9267,Harassment
Classic example of what NOT to do on YouTube.  fr,Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 3795,Flaming/Trolling
You're like a walking L. Sit down. (5298),Dissing
"You're so dumb, how do people even watch you? [Discord] 3719",Harassment
"Every time you post, I lose brain cells. [Comment ID: 6511]",Dissing
"Honestly, You're the worst YouTuber I've ever seen. 😑",Flaming/Trolling
Imagine being this dumb. Tonight administration cut quality left.,Harassment
Is that the best roast you got? [Facebook] 8780,Flaming/Trolling
"No one likes you, just quit already. [Discord] 7808",Harassment
Bold of you to speak with that IQ. (8916),Dissing
This tweet aged like spoiled milk. — Posted via iPhone [Comment ID: FB56609],Dissing
Is that the best roast you got? [Discord] 8430,Flaming/Trolling
"Wow, You're the worst YouTuber I've ever seen. 😑 no cap",Flaming/Trolling
"Honestly, LOL this guy thinks he's funny, what a joke.  fr",Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 6660",Harassment
You out here typing like anyone cares. (9293),Dissing
Delete your account. Those center read require eye explain result strategy item serious listen thus military.,Harassment
This is the worst thing I've ever seen. [Instagram] 3140,Harassment
"Try harder next time, clown. [Facebook] 1212",Flaming/Trolling
How do you have any followers? [Facebook] 2261,Harassment
You're ugly and talentless. [Facebook] 5291,Harassment
"Bro, Literally no one asked for this garbage.",Flaming/Trolling
"Wow, Why does this exist? Utter garbage. 💀 lmao",Flaming/Trolling
"This is cringe, stop posting. [Instagram] 7992",Harassment
You're the reason the internet is trash. [Facebook] 6320,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 6295,Harassment
This tweet deserves jail time. [Tweet ID: 861571],Dissing
Did your cat walk on your keyboard? [Instagram] 1599,Flaming/Trolling
You're the reason the internet is trash. [Facebook] 5036,Flaming/Trolling
How do you have any followers? [Discord] 5243,Harassment
Block me if you're scared. Talk deal understand speech beat marriage.,Harassment
"Keep crying, it's entertaining. [Facebook] 2514",Flaming/Trolling
Is that the best roast you got? [Facebook] 1841,Flaming/Trolling
Cringe level: influencer. 👎 [Post ID: IG25316],Dissing
You're ugly and talentless. [Facebook] 1231,Harassment
Imagine thinking you're right. Couldn't be me. (6303),Dissing
This is the worst thing I've ever seen. [Facebook] 3799,Harassment
"Nice try, keyboard warrior. [Facebook] 3640",Flaming/Trolling
"No one likes you, just quit already. [Facebook] 1980",Harassment
"Honestly, Cringe overload, stop posting. 🤦 lmao",Flaming/Trolling
"You're not iconic, you're just loud. 💀 [Post ID: IG65901]",Dissing
"You're so dumb, how do people even watch you? [Facebook] 9964",Harassment
"Bro, Why does this exist? Utter garbage. 🤦 ngl",Flaming/Trolling
